Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	br_lengths[154]	br_lengths[155]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	rel_br_lengths[154]	rel_br_lengths[155]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-2089.043	-2393.618	304.5754	0.0398076	0.0671178	0.161943	0.0477389	0.01792	0.0363546	0.0642862	0.00626283	0.026368	0.000396863	0.00755623	0.0297474	0.0617641	0.00251112	0.0511235	0.00155506	0.00772751	0.0150694	0.0201191	0.00893607	0.0257817	0.00150744	0.00487514	0.0213956	0.026158	6.86253e-05	0.0275793	0.0246219	0.0426112	0.1058	0.0425295	0.0108282	0.00605063	0.0139609	0.00424708	0.010693	0.0135647	0.0263451	0.00102268	0.0145618	0.0469632	0.00971438	0.0198856	0.0413126	0.00610323	0.0532367	0.04584	0.0722962	0.0522521	0.0118306	0.00279416	0.0269542	0.00998065	0.0227225	0.00273241	0.047902	0.000585842	0.0128779	0.0074795	0.0236638	0.0606982	0.0227481	0.0110557	0.0618747	0.0253365	0.00690921	0.00103313	0.00308106	0.00729756	0.000162611	0.00493446	0.00517347	0.0294279	0.00152337	0.0143272	0.00159526	0.00880471	0.00909385	0.079365	0.0183267	0.0111885	0.00857311	0.00388861	0.0115985	0.033098	0.0242606	0.00204144	0.0484933	0.0316247	0.00274948	0.0224315	0.0536527	0.0375602	0.000531931	0.0263052	0.00418428	0.00702877	0.0190321	0.0186389	0.0198409	0.00345035	0.0882005	0.0599569	0.0183093	0.0158834	0.030823	0.022466	0.0793361	0.00226856	0.0516977	0.0895751	0.0194639	0.0665154	0.00547318	0.00277228	0.0368889	0.054162	0.0261411	0.0191851	0.0173423	0.00973969	0.0677308	0.00595171	0.0151509	0.0356489	0.0202513	0.0100534	0.0314625	0.0107702	0.0017629	0.0155126	0.0285711	0.00709754	0.00913091	0.0332811	0.00745199	0.0240061	0.0371096	0.0200475	0.0861222	0.033767	0.0472046	0.00778872	0.0295089	0.0167387	0.0184445	0.00434449	0.0112491	0.0151147	0.0293019	0.00296819	0.00234798	0.00713064	0.00541869	0.0259164	0.463496	1.56525	0.7129275	1.287072	0.111434	0.342948	0.716143	1.39637	2.91589	8.97389	1.586644	1.805334	0.3119802	0.0104232	0.0175741	0.0424032	0.0124999	0.00469216	0.00951907	0.0168327	0.00163986	0.00690419	0.000103914	0.00197852	0.00778904	0.0161723	0.00065751	0.0133861	0.000407176	0.00202337	0.00394576	0.00526797	0.00233981	0.00675066	0.000394707	0.0012765	0.00560221	0.00684919	1.79688e-05	0.00722134	0.00644697	0.0111573	0.0277026	0.0111359	0.00283524	0.00158429	0.00365551	0.00111205	0.00279984	0.00355177	0.00689819	0.000267778	0.00381285	0.0122968	0.00254361	0.00520684	0.0108173	0.00159807	0.0139395	0.0120027	0.01893	0.0136817	0.00309772	0.000731621	0.00705768	0.00261333	0.00594964	0.000715453	0.0125426	0.000153397	0.00337195	0.00195843	0.00619611	0.0158932	0.00595634	0.00289481	0.0162012	0.00663409	0.0018091	0.000270515	0.000806742	0.00191079	4.2578e-05	0.00129204	0.00135462	0.00770538	0.000398879	0.00375143	0.000417701	0.00230542	0.00238113	0.0207809	0.00479866	0.0029296	0.00224478	0.00101819	0.00303694	0.00866637	0.00635237	0.000534529	0.0126975	0.0082806	0.000719922	0.00587345	0.0140484	0.00983473	0.000139281	0.00688774	0.00109561	0.00184041	0.00498337	0.00488039	0.00519513	0.000903438	0.0230944	0.0156991	0.00479409	0.00415891	0.00807066	0.00588247	0.0207733	0.000593997	0.0135365	0.0234543	0.00509643	0.0174164	0.00143309	0.000725893	0.00965896	0.0141817	0.00684478	0.0050234	0.00454091	0.00255024	0.0177346	0.00155839	0.0039671	0.00933429	0.00530259	0.00263236	0.00823811	0.00282006	0.000461596	0.0040618	0.00748105	0.00185842	0.00239083	0.00871429	0.00195123	0.00628575	0.00971676	0.00524922	0.0225502	0.00884154	0.01236	0.00203939	0.0077266	0.00438284	0.00482951	0.00113756	0.00294545	0.00395763	0.0076724	0.00077719	0.000614793	0.00186708	0.00141883	0.00678595	0.643536	0.356464	3.819135
36	-2091.762	-2396.609	304.8471	0.0335282	0.0705566	0.165404	0.0607725	0.0212768	0.0374026	0.0564068	0.0140703	0.0337534	0.00381901	0.0152917	0.0203985	0.0501903	0.0020545	0.0291417	0.000156245	0.00637365	0.00428036	0.0150074	0.00443422	0.00951656	0.00373713	0.00806973	0.00672635	0.0102373	2.36331e-05	0.0382921	0.0233156	0.0207041	0.122474	0.0851987	0.0210823	0.00456573	0.00871365	0.00407949	0.00616431	0.0170506	0.0394517	0.000419888	0.00829344	0.0309336	0.0159409	0.00575087	0.0284451	0.0205571	0.0415111	0.0579998	0.123562	0.0483066	0.0127055	0.00824	0.0100319	0.0100307	0.00889881	0.000983629	0.0254206	0.000900538	0.0136512	0.00129849	0.0112376	0.0774729	0.0408097	0.0187294	0.0510766	0.0442819	0.00368124	0.00131904	0.00781129	0.00241767	0.00221932	0.0118054	0.00258482	0.033629	0.0052103	0.00305003	0.00415686	0.0164308	0.00949414	0.0834074	0.0308647	0.0197067	0.01372	0.00820094	0.00951191	0.045013	0.0287383	0.000636581	0.0140314	0.0304834	0.00214504	0.0309482	0.0129807	0.0163979	0.000557509	0.00249982	0.0143349	0.0133539	0.0234959	0.0109083	0.0033611	0.0178909	0.0259121	0.0579412	0.0274485	0.0067426	0.0268571	0.0138262	0.0654908	0.0101305	0.0166789	0.0584159	0.0123025	0.0245662	0.00246399	0.00673486	0.0187863	0.12719	0.0289291	0.0167722	0.0138254	0.0164556	0.0523319	0.0283049	0.00796143	0.0587609	0.0224953	0.0142298	0.0259718	0.00694803	0.000117741	0.00817735	0.0294756	0.0293313	0.00863771	0.0255751	0.00538416	0.000541686	0.0445265	0.0111244	0.0645324	0.00558118	0.0258822	0.0183612	0.0451544	0.00499056	0.00618744	0.00340599	0.00149753	0.00925009	0.0241883	0.0267015	0.0026912	0.00749788	0.00350486	0.025818	0.498031	1.52886	0.5821956	1.417804	0.157152	0.405548	0.7546	1.32521	2.4658	6.36328	1.338071	2.435271	0.3432041	0.00941586	0.0198147	0.0464512	0.017067	0.00597526	0.0105039	0.015841	0.00395142	0.00947911	0.00107251	0.00429444	0.00572859	0.0140951	0.000576974	0.008184	4.3879e-05	0.00178994	0.00120207	0.0042146	0.00124528	0.00267258	0.00104951	0.00226626	0.00188899	0.00287497	6.63697e-06	0.0107537	0.00654782	0.00581442	0.0343949	0.0239267	0.00592062	0.00128221	0.00244709	0.00114566	0.00173115	0.00478838	0.0110794	0.000117919	0.00232908	0.00868722	0.00447676	0.00161504	0.00798836	0.00577313	0.0116577	0.0162883	0.0347004	0.0135661	0.00356813	0.00231407	0.00281731	0.00281696	0.00249909	0.000276237	0.00713898	0.000252902	0.00383372	0.000364659	0.00315589	0.021757	0.0114608	0.00525986	0.0143441	0.0124359	0.00103382	0.000370432	0.00219368	0.000678966	0.00062326	0.00331537	0.000725906	0.00944416	0.00146323	0.000856553	0.00116739	0.00461432	0.00266628	0.0234236	0.00866787	0.00553432	0.00385304	0.0023031	0.00267127	0.0126412	0.00807069	0.000178774	0.00394049	0.00856079	0.0006024	0.00869131	0.00364542	0.00460508	0.000156568	0.000702034	0.00402574	0.00375023	0.00659846	0.00306342	0.000943911	0.00502438	0.007277	0.0162719	0.00770847	0.00189355	0.0075424	0.00388288	0.018392	0.00284498	0.004684	0.0164052	0.00345496	0.00689904	0.000691972	0.00189138	0.00527584	0.0357193	0.00812428	0.00471021	0.00388264	0.00462131	0.0146966	0.00794897	0.00223584	0.0165021	0.00631746	0.00399621	0.00729377	0.00195124	3.30658e-05	0.00229648	0.00827774	0.00823722	0.00242576	0.00718237	0.00151206	0.000152124	0.0125045	0.00312411	0.0181229	0.00156739	0.00726862	0.00515644	0.0126809	0.00140152	0.00173764	0.000956518	0.000420557	0.00259774	0.0067929	0.00749868	0.000755781	0.00210566	0.000984284	0.00725057	0.708902	0.291098	3.56082
72	-2094.118	-2398.504	304.386	0.0216554	0.121777	0.185862	0.0082866	0.0204468	0.0160061	0.0609559	0.0117361	0.0370507	0.00511244	0.00943031	0.0204426	0.0724045	0.00266999	0.0284569	0.000647308	0.0130317	0.00684761	0.00541834	0.00859027	0.0227156	0.00359837	0.00861909	0.0304302	0.00477033	8.05086e-05	0.0334226	0.0277157	0.0232648	0.100251	0.070753	0.0165114	0.00038909	0.0070091	0.010907	0.00940136	0.0115611	0.0326887	0.000584209	0.00633413	0.0458376	0.0229779	0.0147523	0.0376916	0.0160091	0.095338	0.0971589	0.121303	0.0433181	0.0110002	0.0133433	0.0152729	0.0105788	0.00575146	0.041972	0.0285647	0.00613936	0.0381929	0.0106717	0.0193369	0.0870549	0.00488191	0.00800876	0.0364027	0.0497588	0.000520373	0.00697032	0.00702897	0.0219861	0.0022051	0.0079512	0.00751066	0.0265948	0.00251856	0.00595913	0.00467099	0.00789381	0.000839746	0.0937234	0.0408758	0.00713013	0.0172349	0.0129825	0.0217732	0.0205962	0.0407498	0.0162054	0.0174671	0.0354333	0.00317591	0.0316349	0.0145862	0.038186	0.00605073	0.0100853	0.0114477	0.0153024	0.0121405	0.0443067	0.00750685	0.0119262	0.0893821	0.0532096	0.0244815	0.00757654	0.0279814	0.0144201	0.0616695	0.00760482	0.00467837	0.0880509	0.00932381	0.0286145	0.0151419	0.0120938	0.0574088	0.130333	0.0262654	0.0248204	0.00623535	0.0245736	0.0708333	0.034245	0.0109342	0.0211094	0.0287543	0.00969497	0.0102232	0.00647762	0.00383563	0.0102442	0.0504823	0.0271231	0.0184983	0.0230188	0.00121775	0.00861936	0.0206037	0.0207018	0.0466345	0.00160444	0.0322096	0.0151935	0.0327228	0.00315008	0.0254847	0.00682872	0.00800423	0.00620585	0.0597611	0.0176625	0.015211	0.00555605	0.00230021	0.0305808	0.446925	1.5827	0.6474604	1.35254	0.157192	0.405599	0.754629	1.32516	2.46549	6.36166	1.337887	2.088992	0.2975081	0.00542482	0.0305059	0.0465596	0.00207585	0.00512205	0.00400963	0.0152698	0.00293995	0.00928143	0.0012807	0.00236235	0.00512099	0.0181378	0.00066885	0.00712864	0.000162155	0.00326452	0.00171537	0.00135733	0.00215191	0.00569041	0.000901415	0.00215913	0.00762295	0.001195	2.01679e-05	0.00837257	0.00694295	0.00582799	0.0251134	0.0177241	0.00413622	9.74696e-05	0.00175582	0.00273226	0.0023551	0.00289613	0.00818873	0.000146348	0.00158674	0.0114826	0.0057561	0.00369555	0.00944199	0.00401037	0.0238828	0.0243389	0.0303872	0.0108514	0.00275562	0.00334259	0.00382597	0.00265005	0.00144078	0.0105142	0.00715563	0.00153795	0.00956755	0.00267332	0.00484402	0.0218078	0.00122295	0.00200624	0.00911911	0.0124649	0.000130357	0.00174611	0.0017608	0.00550766	0.000552392	0.00199183	0.00188147	0.00666215	0.000630916	0.0014928	0.00117011	0.00197745	0.000210362	0.0234783	0.0102396	0.00178614	0.00431746	0.0032522	0.00545433	0.00515948	0.0102081	0.00405955	0.00437561	0.00887626	0.000795584	0.00792475	0.00365392	0.00956584	0.00151574	0.00252644	0.00286773	0.00383335	0.00304126	0.0110991	0.00188051	0.00298759	0.0223908	0.0133293	0.00613278	0.00189797	0.0070095	0.00361232	0.0154486	0.00190505	0.00117196	0.0220573	0.00233567	0.00716812	0.00379313	0.00302957	0.0143813	0.0326493	0.00657964	0.00621766	0.00156199	0.00615583	0.0177442	0.00857858	0.0027391	0.00528803	0.00720313	0.00242865	0.00256098	0.00162268	0.000960848	0.00256624	0.0126461	0.0067945	0.00463394	0.00576635	0.000305054	0.0021592	0.00516136	0.00518594	0.0116822	0.000401923	0.00806872	0.00380606	0.00819726	0.000789115	0.00638406	0.00171064	0.00200511	0.0015546	0.0149705	0.00442456	0.00381045	0.00139182	0.000576217	0.00766068	0.67627	0.32373	3.991917
108	-2110.658	-2416.398	305.7404	0.0269172	0.047838	0.109803	0.0208475	0.0132411	0.0161441	0.0434831	0.00853248	0.0288944	0.0022183	0.00631502	0.0124715	0.0315265	0.00402793	0.0177802	0.00391096	0.01216	0.0219153	0.0117538	0.0109405	0.016515	0.0004633	0.00744017	0.033449	0.00477831	4.09675e-05	0.0172466	0.030337	0.0219289	0.0648061	0.0698687	0.0205176	0.00324565	0.0133131	0.0106229	0.00800343	0.00857353	0.00141969	0.000226229	0.00814198	0.0184266	0.0165099	0.000827482	0.0344184	0.0125033	0.0635414	0.0502444	0.0663172	0.0297239	0.0079975	0.0102771	0.00653176	0.0467433	0.0162807	0.0215123	0.00600135	0.00135214	0.00470359	0.00817678	0.0276625	0.0394542	0.0104909	0.00100411	0.00555517	0.0147834	0.000712751	0.0223771	0.00574288	0.00082442	0.00267022	0.00756086	0.00546048	0.0193352	0.00140367	0.00644045	0.00413251	0.00222965	0.0105438	0.0687063	0.0135502	0.00847947	0.00714504	0.00687185	0.0221442	0.0166587	0.0284664	0.00331241	0.0151286	0.0181629	0.0070374	0.0168504	0.0115536	0.0331294	0.016244	0.0035192	0.019321	0.0166627	0.0103376	0.0218276	0.0016278	0.0114981	0.0138757	0.0629558	0.0186368	0.014229	0.0136816	0.00876538	0.0185537	0.00883989	0.0111784	0.0771639	0.000508178	0.0170093	0.00577222	0.00947998	0.0436578	0.0249147	0.0146378	0.0131225	0.0265707	0.000246932	0.0238389	0.030123	0.013557	0.0430632	0.019983	0.00538396	0.013192	0.0014349	0.0284119	0.00710236	0.0700038	0.00338914	0.00317747	0.0120714	0.00136368	0.0326707	0.0130169	0.0205583	0.0339047	0.00314236	0.0487633	0.0219418	0.0650547	0.00775287	0.00568045	0.00193372	0.00499103	0.00352471	0.0184345	0.0114302	0.00364754	0.00404006	0.00304733	0.0391705	0.642218	1.37695	0.5842802	1.41572	0.134939	0.376501	0.737304	1.35629	2.65604	7.41076	1.448259	2.423015	0.4913925	0.0096031	0.0170669	0.039174	0.00743767	0.00472395	0.00575963	0.0155132	0.00304409	0.0103085	0.000791411	0.00225297	0.0044494	0.0112475	0.00143702	0.00634336	0.00139529	0.00433826	0.0078186	0.00419336	0.00390317	0.00589196	0.000165289	0.00265439	0.0119334	0.00170473	1.46158e-05	0.00615296	0.0108232	0.00782346	0.0231205	0.0249267	0.00731995	0.00115793	0.00474965	0.00378987	0.00285534	0.00305873	0.000506496	8.07105e-05	0.00290477	0.00657397	0.00589016	0.000295216	0.0122793	0.00446075	0.0226693	0.0179254	0.0236596	0.0106044	0.00285322	0.00366649	0.0023303	0.0166764	0.00580838	0.00767481	0.00214107	0.000482394	0.00167807	0.00291719	0.00986899	0.0140759	0.00374278	0.000358231	0.00198189	0.00527419	0.000254284	0.00798336	0.00204886	0.000294124	0.00095264	0.00269745	0.00194811	0.00689812	0.000500778	0.00229772	0.00147433	0.000795462	0.00376166	0.024512	0.00483425	0.00302517	0.0025491	0.00245163	0.00790026	0.00594323	0.0101558	0.00118175	0.00539734	0.00647989	0.00251069	0.00601163	0.00412191	0.0118194	0.00579529	0.00125553	0.00689303	0.00594468	0.0036881	0.0077873	0.000580742	0.00410212	0.00495035	0.0224604	0.00664896	0.00507639	0.00488112	0.00312718	0.00661929	0.00315376	0.00398804	0.0275294	0.0001813	0.0060683	0.00205932	0.00338212	0.0155756	0.00888868	0.00522225	0.00468164	0.00947947	8.80965e-05	0.00850487	0.0107468	0.00483666	0.0153634	0.00712923	0.00192081	0.00470642	0.00051192	0.0101363	0.00253387	0.0249749	0.00120912	0.00113361	0.00430664	0.000486512	0.0116557	0.00464396	0.00733446	0.012096	0.00112108	0.017397	0.00782805	0.0232092	0.00276595	0.00202658	0.000689884	0.00178062	0.00125749	0.00657678	0.00407789	0.00130131	0.00144135	0.00108718	0.0139746	0.70786	0.29214	2.802969
144	-2105.568	-2413.047	307.4795	0.00914371	0.0144006	0.0356968	0.0205173	0.00894081	0.00839545	0.0129364	0.00239719	0.0108076	0.000769824	0.00367167	0.0104129	0.0283333	1.29781e-05	0.0133372	0.00271974	0.0009979	0.0100345	0.00940544	0.00605722	0.008932	0.00245986	0.00507451	0.00197542	0.00235657	0.00011827	0.00785624	0.0068844	0.0147267	0.0375179	0.0191362	0.00472077	0.000731832	0.00279446	0.0038258	0.00103272	0.00513055	0.00153137	0.000647089	0.00595111	0.00555132	0.0131557	0.000880515	0.0145112	0.0173787	0.0162946	0.0191948	0.0288867	0.0206889	0.00283404	0.00653281	0.00727614	0.00278177	0.00393656	0.00957383	0.00612439	0.00066904	0.00421648	0.00187259	0.00514267	0.0133176	0.00611826	0.00284035	0.0150081	0.00631573	0.000496821	0.0043699	0.00318558	0.00156382	0.00345663	0.000201434	0.00679966	0.0125966	0.00120936	0.00259204	0.00189871	0.00174709	0.00264958	0.0217637	6.53307e-05	0.000865324	0.00241192	0.00738682	0.00856164	0.0174687	0.0049695	0.0202342	0.0043553	0.00115867	0.0168611	0.00816939	0.0132272	0.011366	0.0248101	0.0079396	0.00234509	0.00311201	0.0049728	0.00463862	0.00215945	0.00172845	0.00300025	0.000854096	0.0162267	0.010115	0.004412	0.00436645	0.00496588	0.00012689	0.000569629	0.00392957	0.00520052	0.0146583	0.0035567	0.00800283	0.000947169	0.00169982	0.00247947	0.0043927	0.0058121	0.000631812	0.00297372	0.00907809	0.00103418	0.00760805	0.00167384	0.0127732	0.00741344	0.00197162	0.0150551	0.00335745	0.00824532	0.00631128	0.00621056	0.000406183	0.00214588	0.00962976	0.0118619	0.0048703	9.82854e-05	0.0169086	0.0129865	0.0102376	0.000619195	0.000954367	0.00149924	0.00306203	0.00221324	0.00510788	0.000714384	0.000545449	0.00175618	0.0151739	0.00309772	0.00181196	0.789782	1.22148	0.5681159	1.431884	0.0765779	0.285611	0.676413	1.47839	3.50127	13.0586	1.857887	2.520409	0.6812162	0.00837192	0.0131851	0.0326838	0.0187855	0.00818615	0.00768682	0.0118445	0.00219486	0.00989541	0.000704846	0.00336176	0.00953396	0.0259418	1.18826e-05	0.0122114	0.00249017	0.000913671	0.00918752	0.00861156	0.00554596	0.00817808	0.00225223	0.00464619	0.00180868	0.00215766	0.000108287	0.00719312	0.00630332	0.0134836	0.0343511	0.017521	0.00432231	0.000670061	0.00255859	0.00350288	0.000945555	0.0046975	0.00140211	0.000592471	0.0054488	0.00508275	0.0120453	0.000806194	0.0132863	0.0159118	0.0149193	0.0175747	0.0264485	0.0189427	0.00259483	0.0059814	0.00666199	0.00254697	0.00360429	0.00876574	0.00560745	0.000612569	0.00386058	0.00171453	0.0047086	0.0121935	0.00560184	0.00260061	0.0137413	0.00578264	0.000454886	0.00400105	0.0029167	0.00143183	0.00316487	0.000184431	0.00622572	0.0115334	0.00110728	0.00237325	0.00173844	0.00159962	0.00242594	0.0199267	5.98164e-05	0.000792285	0.00220834	0.00676333	0.00783899	0.0159943	0.00455004	0.0185263	0.00398768	0.00106087	0.0154379	0.00747984	0.0121107	0.0104067	0.0227159	0.00726945	0.00214715	0.00284934	0.00455307	0.00424709	0.00197718	0.00158255	0.00274701	0.000782005	0.0148571	0.00926119	0.0040396	0.00399789	0.00454673	0.00011618	0.000521549	0.00359789	0.00476156	0.0134211	0.00325649	0.00732734	0.000867222	0.00155634	0.00227019	0.00402193	0.00532152	0.000578483	0.00272271	0.00831184	0.000946888	0.00696588	0.00153256	0.0116951	0.0067877	0.0018052	0.0137843	0.00307406	0.00754937	0.00577857	0.00568635	0.000371899	0.00196475	0.00881695	0.0108607	0.00445922	8.99895e-05	0.0154814	0.0118904	0.00937353	0.000566931	0.000873812	0.00137269	0.00280357	0.00202643	0.00467674	0.000654085	0.00049941	0.00160795	0.0138931	0.00283626	0.00165902	0.715942	0.284058	1.092188
